txn_id,property_id,date,account_code,account_name,category,amount,description
T-50881,P007,2026-03-26,4300,Other Income,Revenue,685,Other Income — 2026-03
T-50882,P007,2026-03-08,6100,Repairs & Maintenance Expense,OpEx,-7241,Repairs & Maintenance — 2026-03
T-50883,P007,2026-03-07,6800,Admin Expense,OpEx,-8715,Administrative — 2026-03
T-50884,P007,2026-03-03,6100,Repairs & Maintenance Expense,OpEx,-5783,Repairs & Maintenance — 2026-03
T-50885,P007,2026-03-21,6300,Insurance Expense,OpEx,-8197,Insurance — 2026-03
T-50886,P007,2026-03-10,6600,Landscaping Expense,OpEx,-9144,Landscaping — 2026-03
T-50887,P007,2026-03-08,6200,Utilities Expense,OpEx,-8468,Utilities — 2026-03
T-50888,P007,2026-03-21,6400,Property Tax Expense,OpEx,-2062,Property Taxes — 2026-03
T-50889,P007,2026-04-15,4100,Base Rent Income,Revenue,1040818,Base Rent Income — 2026-04
T-50890,P007,2026-04-19,4200,CAM Recovery Income,Revenue,181503,CAM Recovery Income — 2026-04
T-50891,P007,2026-04-16,4300,Other Income,Revenue,4708,Other Income — 2026-04
T-50892,P007,2026-04-26,6100,Repairs & Maintenance Expense,OpEx,-2193,Repairs & Maintenance — 2026-04
T-50893,P007,2026-04-08,6700,Security Expense,OpEx,-1702,Security — 2026-04
T-50894,P007,2026-04-04,6400,Property Tax Expense,OpEx,-1099,Property Taxes — 2026-04
T-50895,P007,2026-04-20,6200,Utilities Expense,OpEx,-5755,Utilities — 2026-04
T-50896,P007,2026-04-28,6200,Utilities Expense,OpEx,-813,Utilities — 2026-04
T-50897,P007,2026-04-12,6400,Property Tax Expense,OpEx,-3792,Property Taxes — 2026-04
T-50898,P007,2026-04-26,6100,Repairs & Maintenance Expense,OpEx,-1582,Repairs & Maintenance — 2026-04
T-50899,P007,2026-04-05,6600,Landscaping Expense,OpEx,-7309,Landscaping — 2026-04
T-50900,P007,2026-04-24,6200,Utilities Expense,OpEx,-9349,Utilities — 2026-04
T-50901,P007,2026-04-17,6700,Security Expense,OpEx,-2930,Security — 2026-04
T-50902,P007,2026-04-06,6200,Utilities Expense,OpEx,-5575,Utilities — 2026-04
T-50903,P008,2025-05-12,4100,Base Rent Income,Revenue,234219,Base Rent Income — 2025-05
T-50904,P008,2025-05-20,4200,CAM Recovery Income,Revenue,38544,CAM Recovery Income — 2025-05
T-50905,P008,2025-05-09,4300,Other Income,Revenue,3405,Other Income — 2025-05
T-50906,P008,2025-05-06,6700,Security Expense,OpEx,-2719,Security — 2025-05
T-50907,P008,2025-05-21,6500,Management Fee Expense,OpEx,-5648,Management Fees — 2025-05
T-50908,P008,2025-05-27,6400,Property Tax Expense,OpEx,-2052,Property Taxes — 2025-05
T-50909,P008,2025-05-01,6300,Insurance Expense,OpEx,-8507,Insurance — 2025-05
T-50910,P008,2025-05-26,6800,Admin Expense,OpEx,-8894,Administrative — 2025-05
T-50911,P008,2025-05-09,6500,Management Fee Expense,OpEx,-546,Management Fees — 2025-05
T-50912,P008,2025-05-06,6700,Security Expense,OpEx,-3044,Security — 2025-05
T-50913,P008,2025-05-19,6800,Admin Expense,OpEx,-3920,Administrative — 2025-05
T-50914,P008,2025-05-02,6800,Admin Expense,OpEx,-8765,Administrative — 2025-05
T-50915,P008,2025-05-15,6700,Security Expense,OpEx,-7905,Security — 2025-05
T-50916,P008,2025-06-23,4100,Base Rent Income,Revenue,256637,Base Rent Income — 2025-06
T-50917,P008,2025-06-24,4200,CAM Recovery Income,Revenue,39172,CAM Recovery Income — 2025-06
T-50918,P008,2025-06-04,4300,Other Income,Revenue,3374,Other Income — 2025-06
T-50919,P008,2025-06-25,6600,Landscaping Expense,OpEx,-8776,Landscaping — 2025-06
T-50920,P008,2025-06-08,6300,Insurance Expense,OpEx,-4288,Insurance — 2025-06
T-50921,P008,2025-06-28,6400,Property Tax Expense,OpEx,-6160,Property Taxes — 2025-06
T-50922,P008,2025-06-10,6500,Management Fee Expense,OpEx,-3225,Management Fees — 2025-06
T-50923,P008,2025-06-18,6800,Admin Expense,OpEx,-4550,Administrative — 2025-06
T-50924,P008,2025-06-17,6700,Security Expense,OpEx,-6168,Security — 2025-06
T-50925,P008,2025-06-17,6100,Repairs & Maintenance Expense,OpEx,-9234,Repairs & Maintenance — 2025-06
T-50926,P008,2025-06-28,6200,Utilities Expense,OpEx,-8498,Utilities — 2025-06
T-50927,P008,2025-06-12,6100,Repairs & Maintenance Expense,OpEx,-2623,Repairs & Maintenance — 2025-06
T-50928,P008,2025-07-22,4100,Base Rent Income,Revenue,225103,Base Rent Income — 2025-07
T-50929,P008,2025-07-06,4200,CAM Recovery Income,Revenue,36924,CAM Recovery Income — 2025-07
T-50930,P008,2025-07-09,4300,Other Income,Revenue,3189,Other Income — 2025-07
T-50931,P008,2025-07-06,6400,Property Tax Expense,OpEx,-3834,Property Taxes — 2025-07
T-50932,P008,2025-07-23,6500,Management Fee Expense,OpEx,-4751,Management Fees — 2025-07
T-50933,P008,2025-07-17,6800,Admin Expense,OpEx,-4752,Administrative — 2025-07
T-50934,P008,2025-07-15,6200,Utilities Expense,OpEx,-4924,Utilities — 2025-07
T-50935,P008,2025-07-27,6700,Security Expense,OpEx,-5031,Security — 2025-07
T-50936,P008,2025-07-14,6400,Property Tax Expense,OpEx,-6488,Property Taxes — 2025-07
T-50937,P008,2025-07-20,6800,Admin Expense,OpEx,-6942,Administrative — 2025-07
T-50938,P008,2025-07-07,6400,Property Tax Expense,OpEx,-8154,Property Taxes — 2025-07
T-50939,P008,2025-07-05,6600,Landscaping Expense,OpEx,-435,Landscaping — 2025-07
T-50940,P008,2025-08-01,4100,Base Rent Income,Revenue,220253,Base Rent Income — 2025-08
T-50941,P008,2025-08-26,4200,CAM Recovery Income,Revenue,34335,CAM Recovery Income — 2025-08
T-50942,P008,2025-08-24,4300,Other Income,Revenue,6442,Other Income — 2025-08
T-50943,P008,2025-08-21,6500,Management Fee Expense,OpEx,-4516,Management Fees — 2025-08
T-50944,P008,2025-08-15,6400,Property Tax Expense,OpEx,-493,Property Taxes — 2025-08
T-50945,P008,2025-08-02,6500,Management Fee Expense,OpEx,-3711,Management Fees — 2025-08
T-50946,P008,2025-08-08,6600,Landscaping Expense,OpEx,-8071,Landscaping — 2025-08
T-50947,P008,2025-08-28,6100,Repairs & Maintenance Expense,OpEx,-1826,Repairs & Maintenance — 2025-08
T-50948,P008,2025-08-05,6600,Landscaping Expense,OpEx,-8931,Landscaping — 2025-08
T-50949,P008,2025-08-23,6800,Admin Expense,OpEx,-3503,Administrative — 2025-08
T-50950,P008,2025-08-19,6100,Repairs & Maintenance Expense,OpEx,-5718,Repairs & Maintenance — 2025-08
T-50951,P008,2025-08-26,6700,Security Expense,OpEx,-6001,Security — 2025-08
T-50952,P008,2025-09-19,4100,Base Rent Income,Revenue,220287,Base Rent Income — 2025-09
T-50953,P008,2025-09-07,4200,CAM Recovery Income,Revenue,35850,CAM Recovery Income — 2025-09
T-50954,P008,2025-09-18,4300,Other Income,Revenue,4498,Other Income — 2025-09
T-50955,P008,2025-09-16,6800,Admin Expense,OpEx,-7900,Administrative — 2025-09
T-50956,P008,2025-09-15,6100,Repairs & Maintenance Expense,OpEx,-7346,Repairs & Maintenance — 2025-09
T-50957,P008,2025-09-24,6500,Management Fee Expense,OpEx,-2673,Management Fees — 2025-09
T-50958,P008,2025-09-13,6600,Landscaping Expense,OpEx,-4226,Landscaping — 2025-09
T-50959,P008,2025-09-19,6100,Repairs & Maintenance Expense,OpEx,-5829,Repairs & Maintenance — 2025-09
T-50960,P008,2025-09-07,6800,Admin Expense,OpEx,-1197,Administrative — 2025-09
T-50961,P008,2025-09-16,6800,Admin Expense,OpEx,-7815,Administrative — 2025-09
T-50962,P008,2025-10-01,4100,Base Rent Income,Revenue,214282,Base Rent Income — 2025-10
T-50963,P008,2025-10-28,4200,CAM Recovery Income,Revenue,37176,CAM Recovery Income — 2025-10
T-50964,P008,2025-10-08,4300,Other Income,Revenue,2279,Other Income — 2025-10
T-50965,P008,2025-10-17,6500,Management Fee Expense,OpEx,-5637,Management Fees — 2025-10
T-50966,P008,2025-10-28,6700,Security Expense,OpEx,-8778,Security — 2025-10
T-50967,P008,2025-10-17,6700,Security Expense,OpEx,-2490,Security — 2025-10
T-50968,P008,2025-10-27,6700,Security Expense,OpEx,-3369,Security — 2025-10
T-50969,P008,2025-10-17,6400,Property Tax Expense,OpEx,-8797,Property Taxes — 2025-10
T-50970,P008,2025-10-01,6300,Insurance Expense,OpEx,-3739,Insurance — 2025-10
T-50971,P008,2025-10-08,6300,Insurance Expense,OpEx,-3290,Insurance — 2025-10
T-50972,P008,2025-10-14,6600,Landscaping Expense,OpEx,-1970,Landscaping — 2025-10
T-50973,P008,2025-10-20,6700,Security Expense,OpEx,-7121,Security — 2025-10
T-50974,P008,2025-11-07,4100,Base Rent Income,Revenue,222555,Base Rent Income — 2025-11
T-50975,P008,2025-11-16,4200,CAM Recovery Income,Revenue,37987,CAM Recovery Income — 2025-11
T-50976,P008,2025-11-19,4300,Other Income,Revenue,1442,Other Income — 2025-11
T-50977,P008,2025-11-13,6500,Management Fee Expense,OpEx,-5102,Management Fees — 2025-11
T-50978,P008,2025-11-01,6800,Admin Expense,OpEx,-845,Administrative — 2025-11
T-50979,P008,2025-11-07,6400,Property Tax Expense,OpEx,-734,Property Taxes — 2025-11
T-50980,P008,2025-11-02,6400,Property Tax Expense,OpEx,-5373,Property Taxes — 2025-11
T-50981,P008,2025-11-09,6600,Landscaping Expense,OpEx,-776,Landscaping — 2025-11
T-50982,P008,2025-11-02,6600,Landscaping Expense,OpEx,-2625,Landscaping — 2025-11
T-50983,P008,2025-11-04,6100,Repairs & Maintenance Expense,OpEx,-6741,Repairs & Maintenance — 2025-11
T-50984,P008,2025-11-14,6200,Utilities Expense,OpEx,-4132,Utilities — 2025-11
T-50985,P008,2025-12-13,4100,Base Rent Income,Revenue,242344,Base Rent Income — 2025-12
T-50986,P008,2025-12-16,4200,CAM Recovery Income,Revenue,39305,CAM Recovery Income — 2025-12
T-50987,P008,2025-12-12,4300,Other Income,Revenue,6580,Other Income — 2025-12
T-50988,P008,2025-12-04,6700,Security Expense,OpEx,-4236,Security — 2025-12
T-50989,P008,2025-12-18,6500,Management Fee Expense,OpEx,-555,Management Fees — 2025-12
T-50990,P008,2025-12-09,6400,Property Tax Expense,OpEx,-3292,Property Taxes — 2025-12
T-50991,P008,2025-12-01,6600,Landscaping Expense,OpEx,-857,Landscaping — 2025-12
T-50992,P008,2025-12-21,6500,Management Fee Expense,OpEx,-628,Management Fees — 2025-12
T-50993,P008,2025-12-22,6700,Security Expense,OpEx,-9931,Security — 2025-12
T-50994,P008,2025-12-12,6300,Insurance Expense,OpEx,-9226,Insurance — 2025-12
T-50995,P008,2025-12-15,6300,Insurance Expense,OpEx,-3780,Insurance — 2025-12
T-50996,P008,2025-12-07,6100,Repairs & Maintenance Expense,OpEx,-3476,Repairs & Maintenance — 2025-12
T-50997,P008,2025-12-12,6500,Management Fee Expense,OpEx,-1785,Management Fees — 2025-12
T-50998,P008,2026-01-11,4100,Base Rent Income,Revenue,235416,Base Rent Income — 2026-01
T-50999,P008,2026-01-19,4200,CAM Recovery Income,Revenue,38230,CAM Recovery Income — 2026-01
T-51000,P008,2026-01-18,4300,Other Income,Revenue,6655,Other Income — 2026-01
T-51001,P008,2026-01-28,6400,Property Tax Expense,OpEx,-1171,Property Taxes — 2026-01
T-51002,P008,2026-01-12,6500,Management Fee Expense,OpEx,-9340,Management Fees — 2026-01
T-51003,P008,2026-01-28,6800,Admin Expense,OpEx,-1109,Administrative — 2026-01
T-51004,P008,2026-01-24,6200,Utilities Expense,OpEx,-3601,Utilities — 2026-01
T-51005,P008,2026-01-27,6400,Property Tax Expense,OpEx,-6854,Property Taxes — 2026-01
T-51006,P008,2026-01-24,6500,Management Fee Expense,OpEx,-5720,Management Fees — 2026-01
T-51007,P008,2026-01-23,6500,Management Fee Expense,OpEx,-8742,Management Fees — 2026-01
T-51008,P008,2026-01-02,6600,Landscaping Expense,OpEx,-7421,Landscaping — 2026-01
T-51009,P008,2026-01-09,6100,Repairs & Maintenance Expense,OpEx,-2743,Repairs & Maintenance — 2026-01
T-51010,P008,2026-01-26,6800,Admin Expense,OpEx,-5729,Administrative — 2026-01
T-51011,P008,2026-01-25,6400,Property Tax Expense,OpEx,-3670,Property Taxes — 2026-01
T-51012,P008,2026-02-04,4100,Base Rent Income,Revenue,255279,Base Rent Income — 2026-02
T-51013,P008,2026-02-13,4200,CAM Recovery Income,Revenue,40657,CAM Recovery Income — 2026-02
T-51014,P008,2026-02-03,4300,Other Income,Revenue,1896,Other Income — 2026-02
T-51015,P008,2026-02-28,6200,Utilities Expense,OpEx,-2491,Utilities — 2026-02
T-51016,P008,2026-02-20,6100,Repairs & Maintenance Expense,OpEx,-5375,Repairs & Maintenance — 2026-02
T-51017,P008,2026-02-19,6800,Admin Expense,OpEx,-5124,Administrative — 2026-02
T-51018,P008,2026-02-05,6800,Admin Expense,OpEx,-7639,Administrative — 2026-02
T-51019,P008,2026-02-19,6500,Management Fee Expense,OpEx,-8301,Management Fees — 2026-02
T-51020,P008,2026-02-17,6300,Insurance Expense,OpEx,-6921,Insurance — 2026-02
T-51021,P008,2026-02-07,6800,Admin Expense,OpEx,-3747,Administrative — 2026-02
T-51022,P008,2026-02-02,6200,Utilities Expense,OpEx,-8994,Utilities — 2026-02
T-51023,P008,2026-02-24,6700,Security Expense,OpEx,-8477,Security — 2026-02
T-51024,P008,2026-02-18,6700,Security Expense,OpEx,-7505,Security — 2026-02
T-51025,P008,2026-03-22,4100,Base Rent Income,Revenue,234966,Base Rent Income — 2026-03
T-51026,P008,2026-03-12,4200,CAM Recovery Income,Revenue,39988,CAM Recovery Income — 2026-03
T-51027,P008,2026-03-08,4300,Other Income,Revenue,7427,Other Income — 2026-03
T-51028,P008,2026-03-13,6400,Property Tax Expense,OpEx,-3514,Property Taxes — 2026-03
T-51029,P008,2026-03-25,6600,Landscaping Expense,OpEx,-3941,Landscaping — 2026-03
T-51030,P008,2026-03-11,6100,Repairs & Maintenance Expense,OpEx,-6621,Repairs & Maintenance — 2026-03
T-51031,P008,2026-03-01,6600,Landscaping Expense,OpEx,-680,Landscaping — 2026-03
T-51032,P008,2026-03-17,6400,Property Tax Expense,OpEx,-3390,Property Taxes — 2026-03
T-51033,P008,2026-03-14,6200,Utilities Expense,OpEx,-8184,Utilities — 2026-03
T-51034,P008,2026-03-08,6700,Security Expense,OpEx,-2857,Security — 2026-03
T-51035,P008,2026-03-20,6300,Insurance Expense,OpEx,-5410,Insurance — 2026-03
T-51036,P008,2026-03-09,6800,Admin Expense,OpEx,-5094,Administrative — 2026-03
T-51037,P008,2026-04-22,4100,Base Rent Income,Revenue,212203,Base Rent Income — 2026-04
T-51038,P008,2026-04-03,4200,CAM Recovery Income,Revenue,39614,CAM Recovery Income — 2026-04
T-51039,P008,2026-04-20,4300,Other Income,Revenue,2864,Other Income — 2026-04
T-51040,P008,2026-04-06,6200,Utilities Expense,OpEx,-3700,Utilities — 2026-04
T-51041,P008,2026-04-16,6600,Landscaping Expense,OpEx,-3710,Landscaping — 2026-04
T-51042,P008,2026-04-26,6600,Landscaping Expense,OpEx,-2059,Landscaping — 2026-04
T-51043,P008,2026-04-21,6600,Landscaping Expense,OpEx,-3407,Landscaping — 2026-04
T-51044,P008,2026-04-04,6400,Property Tax Expense,OpEx,-5299,Property Taxes — 2026-04
T-51045,P008,2026-04-03,6600,Landscaping Expense,OpEx,-1857,Landscaping — 2026-04
T-51046,P008,2026-04-25,6600,Landscaping Expense,OpEx,-2455,Landscaping — 2026-04
T-51047,P008,2026-04-07,6500,Management Fee Expense,OpEx,-6701,Management Fees — 2026-04
T-51048,P008,2026-04-15,6100,Repairs & Maintenance Expense,OpEx,-2567,Repairs & Maintenance — 2026-04
T-51049,P008,2026-04-10,6700,Security Expense,OpEx,-1064,Security — 2026-04
T-51050,P009,2025-05-23,4100,Base Rent Income,Revenue,190359,Base Rent Income — 2025-05
T-51051,P009,2025-05-08,4200,CAM Recovery Income,Revenue,26348,CAM Recovery Income — 2025-05
T-51052,P009,2025-05-20,4300,Other Income,Revenue,5750,Other Income — 2025-05
T-51053,P009,2025-05-04,6500,Management Fee Expense,OpEx,-1586,Management Fees — 2025-05
T-51054,P009,2025-05-12,6100,Repairs & Maintenance Expense,OpEx,-3964,Repairs & Maintenance — 2025-05
T-51055,P009,2025-05-06,6300,Insurance Expense,OpEx,-7461,Insurance — 2025-05
T-51056,P009,2025-05-10,6500,Management Fee Expense,OpEx,-4158,Management Fees — 2025-05
T-51057,P009,2025-05-03,6700,Security Expense,OpEx,-901,Security — 2025-05
T-51058,P009,2025-05-11,6100,Repairs & Maintenance Expense,OpEx,-6350,Repairs & Maintenance — 2025-05
T-51059,P009,2025-06-06,4100,Base Rent Income,Revenue,178384,Base Rent Income — 2025-06
T-51060,P009,2025-06-25,4200,CAM Recovery Income,Revenue,27804,CAM Recovery Income — 2025-06
T-51061,P009,2025-06-08,4300,Other Income,Revenue,7432,Other Income — 2025-06
T-51062,P009,2025-06-22,6100,Repairs & Maintenance Expense,OpEx,-7790,Repairs & Maintenance — 2025-06
T-51063,P009,2025-06-12,6500,Management Fee Expense,OpEx,-5414,Management Fees — 2025-06
T-51064,P009,2025-06-08,6400,Property Tax Expense,OpEx,-6668,Property Taxes — 2025-06
T-51065,P009,2025-06-01,6500,Management Fee Expense,OpEx,-4813,Management Fees — 2025-06
T-51066,P009,2025-06-03,6200,Utilities Expense,OpEx,-4645,Utilities — 2025-06
T-51067,P009,2025-06-11,6800,Admin Expense,OpEx,-1021,Administrative — 2025-06
T-51068,P009,2025-06-21,6400,Property Tax Expense,OpEx,-5837,Property Taxes — 2025-06
T-51069,P009,2025-06-03,6700,Security Expense,OpEx,-1800,Security — 2025-06
T-51070,P009,2025-06-15,6700,Security Expense,OpEx,-1773,Security — 2025-06
T-51071,P009,2025-06-23,6700,Security Expense,OpEx,-3621,Security — 2025-06
T-51072,P009,2025-06-26,6400,Property Tax Expense,OpEx,-1448,Property Taxes — 2025-06
T-51073,P009,2025-07-11,4100,Base Rent Income,Revenue,174360,Base Rent Income — 2025-07
T-51074,P009,2025-07-14,4200,CAM Recovery Income,Revenue,29140,CAM Recovery Income — 2025-07
T-51075,P009,2025-07-07,4300,Other Income,Revenue,7723,Other Income — 2025-07
T-51076,P009,2025-07-01,6500,Management Fee Expense,OpEx,-6054,Management Fees — 2025-07
T-51077,P009,2025-07-20,6100,Repairs & Maintenance Expense,OpEx,-8717,Repairs & Maintenance — 2025-07
T-51078,P009,2025-07-14,6100,Repairs & Maintenance Expense,OpEx,-9734,Repairs & Maintenance — 2025-07
T-51079,P009,2025-07-09,6600,Landscaping Expense,OpEx,-606,Landscaping — 2025-07
T-51080,P009,2025-07-14,6700,Security Expense,OpEx,-7222,Security — 2025-07
T-51081,P009,2025-07-27,6100,Repairs & Maintenance Expense,OpEx,-5561,Repairs & Maintenance — 2025-07
T-51082,P009,2025-07-19,6300,Insurance Expense,OpEx,-5710,Insurance — 2025-07
T-51083,P009,2025-07-04,6600,Landscaping Expense,OpEx,-6294,Landscaping — 2025-07
T-51084,P009,2025-07-04,6800,Admin Expense,OpEx,-2560,Administrative — 2025-07
T-51085,P009,2025-07-23,6100,Repairs & Maintenance Expense,OpEx,-7466,Repairs & Maintenance — 2025-07
T-51086,P009,2025-07-13,6300,Insurance Expense,OpEx,-7362,Insurance — 2025-07
T-51087,P009,2025-08-23,4100,Base Rent Income,Revenue,187663,Base Rent Income — 2025-08
T-51088,P009,2025-08-24,4200,CAM Recovery Income,Revenue,27800,CAM Recovery Income — 2025-08
T-51089,P009,2025-08-20,4300,Other Income,Revenue,3062,Other Income — 2025-08
T-51090,P009,2025-08-03,6200,Utilities Expense,OpEx,-6570,Utilities — 2025-08
T-51091,P009,2025-08-18,6100,Repairs & Maintenance Expense,OpEx,-2987,Repairs & Maintenance — 2025-08
T-51092,P009,2025-08-26,6700,Security Expense,OpEx,-10455,Security — 2025-08
T-51093,P009,2025-08-26,6300,Insurance Expense,OpEx,-2189,Insurance — 2025-08
T-51094,P009,2025-08-27,6100,Repairs & Maintenance Expense,OpEx,-2785,Repairs & Maintenance — 2025-08
T-51095,P009,2025-08-07,6400,Property Tax Expense,OpEx,-4547,Property Taxes — 2025-08
T-51096,P009,2025-08-16,6200,Utilities Expense,OpEx,-2693,Utilities — 2025-08
T-51097,P009,2025-08-03,6300,Insurance Expense,OpEx,-1919,Insurance — 2025-08
T-51098,P009,2025-08-28,6500,Management Fee Expense,OpEx,-915,Management Fees — 2025-08
T-51099,P009,2025-09-08,4100,Base Rent Income,Revenue,169528,Base Rent Income — 2025-09
T-51100,P009,2025-09-27,4200,CAM Recovery Income,Revenue,28181,CAM Recovery Income — 2025-09
T-51101,P009,2025-09-17,4300,Other Income,Revenue,5896,Other Income — 2025-09
T-51102,P009,2025-09-03,6600,Landscaping Expense,OpEx,-1421,Landscaping — 2025-09
T-51103,P009,2025-09-28,6500,Management Fee Expense,OpEx,-452,Management Fees — 2025-09
T-51104,P009,2025-09-27,6100,Repairs & Maintenance Expense,OpEx,-5338,Repairs & Maintenance — 2025-09
T-51105,P009,2025-09-20,6700,Security Expense,OpEx,-5809,Security — 2025-09
T-51106,P009,2025-09-19,6200,Utilities Expense,OpEx,-3636,Utilities — 2025-09
T-51107,P009,2025-09-27,6200,Utilities Expense,OpEx,-5544,Utilities — 2025-09
T-51108,P009,2025-09-12,6800,Admin Expense,OpEx,-4453,Administrative — 2025-09
T-51109,P009,2025-09-18,6300,Insurance Expense,OpEx,-3645,Insurance — 2025-09
T-51110,P009,2025-09-10,6700,Security Expense,OpEx,-3386,Security — 2025-09
T-51111,P009,2025-09-28,6600,Landscaping Expense,OpEx,-4751,Landscaping — 2025-09
T-51112,P009,2025-10-23,4100,Base Rent Income,Revenue,165565,Base Rent Income — 2025-10
T-51113,P009,2025-10-02,4200,CAM Recovery Income,Revenue,26829,CAM Recovery Income — 2025-10
T-51114,P009,2025-10-10,4300,Other Income,Revenue,708,Other Income — 2025-10
T-51115,P009,2025-10-11,6500,Management Fee Expense,OpEx,-2548,Management Fees — 2025-10
T-51116,P009,2025-10-07,6200,Utilities Expense,OpEx,-10276,Utilities — 2025-10
T-51117,P009,2025-10-15,6100,Repairs & Maintenance Expense,OpEx,-6997,Repairs & Maintenance — 2025-10
T-51118,P009,2025-10-15,6400,Property Tax Expense,OpEx,-1723,Property Taxes — 2025-10
T-51119,P009,2025-10-05,6100,Repairs & Maintenance Expense,OpEx,-985,Repairs & Maintenance — 2025-10
T-51120,P009,2025-10-28,6100,Repairs & Maintenance Expense,OpEx,-8393,Repairs & Maintenance — 2025-10
T-51121,P009,2025-10-21,6400,Property Tax Expense,OpEx,-6189,Property Taxes — 2025-10
T-51122,P009,2025-10-06,6200,Utilities Expense,OpEx,-6467,Utilities — 2025-10
T-51123,P009,2025-10-20,6500,Management Fee Expense,OpEx,-6171,Management Fees — 2025-10
T-51124,P009,2025-10-19,6300,Insurance Expense,OpEx,-8798,Insurance — 2025-10
T-51125,P009,2025-11-21,4100,Base Rent Income,Revenue,169056,Base Rent Income — 2025-11
T-51126,P009,2025-11-13,4200,CAM Recovery Income,Revenue,26208,CAM Recovery Income — 2025-11
T-51127,P009,2025-11-03,4300,Other Income,Revenue,2461,Other Income — 2025-11
T-51128,P009,2025-11-19,6300,Insurance Expense,OpEx,-5441,Insurance — 2025-11
T-51129,P009,2025-11-24,6100,Repairs & Maintenance Expense,OpEx,-5323,Repairs & Maintenance — 2025-11
T-51130,P009,2025-11-12,6100,Repairs & Maintenance Expense,OpEx,-8634,Repairs & Maintenance — 2025-11
T-51131,P009,2025-11-13,6200,Utilities Expense,OpEx,-914,Utilities — 2025-11
T-51132,P009,2025-11-18,6800,Admin Expense,OpEx,-5199,Administrative — 2025-11
T-51133,P009,2025-11-28,6800,Admin Expense,OpEx,-8251,Administrative — 2025-11
T-51134,P009,2025-11-16,6400,Property Tax Expense,OpEx,-5171,Property Taxes — 2025-11
T-51135,P009,2025-12-09,4100,Base Rent Income,Revenue,188921,Base Rent Income — 2025-12
T-51136,P009,2025-12-18,4200,CAM Recovery Income,Revenue,28312,CAM Recovery Income — 2025-12
T-51137,P009,2025-12-16,4300,Other Income,Revenue,5073,Other Income — 2025-12
T-51138,P009,2025-12-08,6400,Property Tax Expense,OpEx,-6866,Property Taxes — 2025-12
T-51139,P009,2025-12-13,6700,Security Expense,OpEx,-5490,Security — 2025-12
T-51140,P009,2025-12-26,6200,Utilities Expense,OpEx,-416,Utilities — 2025-12
T-51141,P009,2025-12-20,6500,Management Fee Expense,OpEx,-2603,Management Fees — 2025-12
T-51142,P009,2025-12-01,6200,Utilities Expense,OpEx,-7097,Utilities — 2025-12
T-51143,P009,2026-01-15,4100,Base Rent Income,Revenue,165570,Base Rent Income — 2026-01
T-51144,P009,2026-01-12,4200,CAM Recovery Income,Revenue,31122,CAM Recovery Income — 2026-01
T-51145,P009,2026-01-15,4300,Other Income,Revenue,2317,Other Income — 2026-01
T-51146,P009,2026-01-01,6700,Security Expense,OpEx,-7905,Security — 2026-01
T-51147,P009,2026-01-10,6500,Management Fee Expense,OpEx,-4547,Management Fees — 2026-01
T-51148,P009,2026-01-17,6300,Insurance Expense,OpEx,-6048,Insurance — 2026-01
T-51149,P009,2026-01-15,6100,Repairs & Maintenance Expense,OpEx,-11127,Repairs & Maintenance — 2026-01
T-51150,P009,2026-01-02,6700,Security Expense,OpEx,-1323,Security — 2026-01
T-51151,P009,2026-01-10,6500,Management Fee Expense,OpEx,-7716,Management Fees — 2026-01
T-51152,P009,2026-01-15,6400,Property Tax Expense,OpEx,-5517,Property Taxes — 2026-01
T-51153,P009,2026-02-08,4100,Base Rent Income,Revenue,174552,Base Rent Income — 2026-02
T-51154,P009,2026-02-01,4200,CAM Recovery Income,Revenue,28133,CAM Recovery Income — 2026-02
T-51155,P009,2026-02-24,4300,Other Income,Revenue,5431,Other Income — 2026-02
T-51156,P009,2026-02-06,6600,Landscaping Expense,OpEx,-5771,Landscaping — 2026-02
T-51157,P009,2026-02-03,6600,Landscaping Expense,OpEx,-5545,Landscaping — 2026-02
T-51158,P009,2026-02-20,6600,Landscaping Expense,OpEx,-3218,Landscaping — 2026-02
T-51159,P009,2026-02-12,6600,Landscaping Expense,OpEx,-6208,Landscaping — 2026-02
T-51160,P009,2026-02-28,6200,Utilities Expense,OpEx,-4273,Utilities — 2026-02
T-51161,P009,2026-02-14,6100,Repairs & Maintenance Expense,OpEx,-4725,Repairs & Maintenance — 2026-02
T-51162,P009,2026-02-06,6400,Property Tax Expense,OpEx,-6415,Property Taxes — 2026-02
T-51163,P009,2026-02-02,6500,Management Fee Expense,OpEx,-5028,Management Fees — 2026-02
T-51164,P009,2026-02-17,6700,Security Expense,OpEx,-2895,Security — 2026-02
T-51165,P009,2026-03-07,4100,Base Rent Income,Revenue,187050,Base Rent Income — 2026-03
T-51166,P009,2026-03-20,4200,CAM Recovery Income,Revenue,26507,CAM Recovery Income — 2026-03
T-51167,P009,2026-03-16,4300,Other Income,Revenue,2302,Other Income — 2026-03
T-51168,P009,2026-03-09,6200,Utilities Expense,OpEx,-8213,Utilities — 2026-03
T-51169,P009,2026-03-22,6300,Insurance Expense,OpEx,-6450,Insurance — 2026-03
T-51170,P009,2026-03-18,6700,Security Expense,OpEx,-3265,Security — 2026-03
T-51171,P009,2026-03-10,6500,Management Fee Expense,OpEx,-4279,Management Fees — 2026-03
T-51172,P009,2026-03-18,6200,Utilities Expense,OpEx,-9009,Utilities — 2026-03
